"DeviceProtection","InternetService","MonthlyCharges","OnlineBackup","OnlineSecurity","PaperlessBilling","SeniorCitizen","StreamingMovies","StreamingTV","TechSupport","Churn","Contract","Dependents","Partner","PaymentMethod","TotalCharges","tenure","MultipleLines","PhoneService","customerID","gender" 
"No internet service","No",18.7,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",2284.9,26,"No","Yes","7708-GTILZ","Male"
"No","Fiber optic",100.13,"No","No","Yes",1,"Yes","Yes","No","Yes","Two year","No","Yes","Electronic check",62.86,7,"Yes","Yes","2922-LTOVP","Male"
"No","DSL",92.9,"Yes","Yes","Yes",0,"No","Yes","No","No","Month-to-month","Yes","Yes","Electronic check",3737.14,37,"Yes","Yes","8669-YPZPM","Male"
"No","Fiber optic",102.58,"No","No","No",0,"Yes","Yes","Yes","Yes","Month-to-month","Yes","No","Credit card (automatic)",341.63,11,"No","Yes","3521-CGZJO","Female"
"No internet service","No",19.622,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","One year","Yes","No","Electronic check",1746.939,16,"Yes","Yes","1305-GMDOW","Female"
"No","DSL",64.459,"Yes","No","No",0,"Yes","Yes","Yes","No","One year","No","Yes","Bank transfer (automatic)",3854.69,34,"No","Yes","7397-MJKJE","Female"
"Yes","DSL",65.051,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Electronic check",335.102,16,"No","Yes","6114-LKSZG","Female"
"No","DSL",81.1,"No","Yes","Yes",1,"No","Yes","Yes","No","Month-to-month","No","Yes","Mailed check",6131.429,60,"No","Yes","8007-GVUIO","Male"
"Yes","DSL",75.43,"Yes","No","Yes",0,"No","No","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",1403.27,66,"No","Yes","8195-OTVNV","Male"
"No","Fiber optic",101.3,"No","No","Yes",1,"Yes","Yes","No","No","One year","Yes","No","Bank transfer (automatic)",2422,21,"No","Yes","1091-UKOTB","Female"
"Yes","DSL",74.735,"Yes","Yes","Yes",0,"Yes","No","Yes","No","Two year","Yes","No","Mailed check",6604.082,65,"Yes","Yes","9860-XTTNS","Male"
"Yes","Fiber optic",90.99,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Electronic check",2441.224,52,"No","Yes","7254-HYKBQ","Female"
"No","Fiber optic",98.3,"No","Yes","Yes",0,"Yes","Yes","Yes","No","One year","No","Yes","Bank transfer (automatic)",1188.57,59,"Yes","Yes","9583-JHUDU","Male"
"No","DSL",92.29,"Yes","Yes","Yes",0,"No","No","Yes","No","One year","Yes","Yes","Credit card (automatic)",4125.31,45,"Yes","Yes","8699-NFMTS","Female"
"No","DSL",65.939,"Yes","Yes","Yes",0,"No","No","Yes","No","One year","Yes","Yes","Credit card (automatic)",6872.653,60,"No","Yes","3580-QOJSG","Male"
"No","Fiber optic",108.23,"Yes","No","No",0,"Yes","Yes","Yes","No","One year","Yes","Yes","Electronic check",5911.43,61,"Yes","Yes","9518-KYJTF","Female"
"Yes","Fiber optic",111.2,"No","No","Yes",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Mailed check",3640.0,60,"Yes","Yes","6915-HAFRF","Male"
"No","Fiber optic",100.93,"No","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","No","Bank transfer (automatic)",3686.531,41,"No","Yes","1409-BZBXC","Female"
"No","DSL",66.4,"No","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","No","Yes","Mailed check",434.29,21,"Yes","Yes","6345-IHLYN","Female"
"Yes","Fiber optic",93.7,"Yes","Yes","Yes",0,"Yes","No","No","No","Two year","Yes","Yes","Bank transfer (automatic)",844.08,25,"No","Yes","7127-GAYJL","Female"
"Yes","Fiber optic",101.22,"No","Yes","Yes",1,"Yes","Yes","Yes","No","One year","Yes","Yes","Bank transfer (automatic)",4225.31,48,"No","Yes","8054-FHKSP","Male"
"Yes","DSL",51.5,"Yes","No","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","Yes","No","Electronic check",1737.14,20,"No","Yes","2867-DVIHC","Female"
"No internet service","No",20.52,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","No","Credit card (automatic)",169.3878,18,"Yes","Yes","2816-NZZKP","Male"
"Yes","DSL",55.827,"No","Yes","Yes",0,"No","Yes","Yes","No","Month-to-month","No","Yes","Mailed check",522.45,28,"No","Yes","1738-ISERB","Female"
"No","Fiber optic",84.571,"No","Yes","No",0,"No","Yes","No","No","One year","Yes","Yes","Electronic check",1633.06,69,"No","Yes","0478-RNWZF","Male"
"No","DSL",54.98,"No","Yes","Yes",0,"No","Yes","No","No","Two year","No","No","Electronic check",4342,46,"Yes","Yes","6954-ITGEH","Female"
"No","Fiber optic",100.153,"Yes","No","No",0,"Yes","Yes","No","No","Two year","No","Yes","Electronic check",5814.29,61,"No","Yes","4208-PBJNC","Male"
"No","Fiber optic",101,"Yes","Yes","Yes",1,"Yes","Yes","No","No","Month-to-month","No","Yes","Electronic check",1742.86,23,"No","Yes","3221-NKCVH","Male"
"Yes","DSL",66.8,"No","Yes","Yes",0,"No","No","No","No","Two year","No","No","Credit card (automatic)",5688.16,69,"Yes","Yes","0634-PPFDZ","Male"
"No","Fiber optic",99.04,"No","Yes","No",0,"Yes","No","No","No","One year","Yes","No","Bank transfer (automatic)",4024.9,50,"No","Yes","1752-GYAEL","Female"
"Yes","Fiber optic",93.09,"Yes","Yes","Yes",0,"Yes","No","No","Yes","Month-to-month","Yes","Yes","Credit card (automatic)",3160.41,49,"No","Yes","8080-WCIUF","Male"
"Yes","Fiber optic",75.5,"No","Yes","Yes",1,"Yes","No","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",1553.47,58,"Yes","Yes","8638-RIPST","Female"
"Yes","DSL",58.5,"Yes","Yes","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Mailed check",970.204,8,"Yes","Yes","7373-BAABN","Female"
"Yes","Fiber optic",110.9,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Two year","No","Yes","Bank transfer (automatic)",4147.76,66,"Yes","Yes","3586-RMHVM","Male"
"No","Fiber optic",89.745,"No","Yes","Yes",0,"Yes","Yes","No","No","Two year","No","No","Electronic check",1110.61,13,"Yes","Yes","9257-AMPSS","Male"
"No","DSL",79.367,"Yes","Yes","Yes",0,"Yes","No","Yes","Yes","Month-to-month","No","Yes","Credit card (automatic)",3359.59,33,"No","Yes","7223-YTEWD","Male"
"No","DSL",57.592,"Yes","Yes","Yes",0,"No","No","No","No","One year","No","No","Electronic check",3594.69,36,"Yes","Yes","5261-JOOXE","Female"
"No","DSL",76.4,"Yes","No","Yes",1,"No","No","No","No","Two year","No","No","Electronic check",7163.27,67,"Yes","Yes","9408-SKAVK","Female"
"No","DSL",48.6,"Yes","No","Yes",0,"No","No","No","No","Month-to-month","Yes","No","Bank transfer (automatic)",1038.367,59,"Yes","Yes","5174-GIFIO","Male"
"No","Fiber optic",98.878,"Yes","No","No",0,"No","Yes","No","Yes","One year","No","Yes","Credit card (automatic)",713.47,10,"No","Yes","1642-QUXJF","Male"
"Yes","DSL",80.796,"No","Yes","Yes",0,"Yes","Yes","Yes","Yes","One year","Yes","Yes","Electronic check",1675.51,18,"Yes","Yes","9028-NFSLY","Female"
"No","DSL",66.71,"Yes","Yes","Yes",0,"No","No","Yes","No","Month-to-month","Yes","No","Credit card (automatic)",564.49,21,"No","Yes","7608-OZBVH","Male"
"No","Fiber optic",99.8,"Yes","No","Yes",0,"Yes","Yes","No","No","Two year","Yes","No","Mailed check",388.98,9,"No","Yes","7530-LGXFY","Female"
"Yes","DSL",64.47,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",3467.347,50,"Yes","Yes","3730-WLCYC","Male"
"Yes","DSL",50.22,"Yes","No","No",0,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",2490.204,35,"No","Yes","2772-SXDOF","Male"
"Yes","DSL",56.286,"No","Yes","Yes",0,"No","Yes","Yes","No","Two year","No","No","Credit card (automatic)",7253.47,69,"Yes","Yes","9577-JFHUW","Male"
"No internet service","No",24.56,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Credit card (automatic)",7900.0,72,"No","Yes","8769-UMZCS","Female"
"No","DSL",86.327,"No","No","Yes",1,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",1704.898,19,"Yes","Yes","1681-SXJKG","Male"
"No","DSL",59,"No","No","Yes",0,"Yes","No","Yes","Yes","Two year","No","Yes","Mailed check",1713.47,66,"Yes","Yes","2211-JATHM","Male"
"No","DSL",69.602,"No","No","Yes",0,"No","No","No","No","Two year","No","Yes","Electronic check",1906.530612244898,70,"No","Yes","6762-ZFUZG","Male"
"No internet service","No",18.89,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","No","No","Electronic check",5611.837,57,"No","Yes","9856-YWGEC","Female"
"No","Fiber optic",92.4,"No","Yes","Yes",1,"Yes","Yes","Yes","No","Month-to-month","No","No","Credit card (automatic)",245.31,16,"No","Yes","2947-PETOJ","Female"
"Yes","DSL",79.7,"Yes","Yes","Yes",0,"Yes","No","Yes","No","One year","No","Yes","Electronic check",7056.33,66,"Yes","Yes","5197-UFOWL","Female"
"Yes","DSL",24.704,"Yes","No","No",0,"Yes","Yes","Yes","Yes","Two year","Yes","Yes","Mailed check",380.82,1,"No","Yes","8613-HONRO","Male"
"No","DSL",44.071,"No","No","Yes",0,"No","No","No","No","One year","Yes","Yes","Bank transfer (automatic)",3124.4898,51,"No","Yes","7648-UUIWD","Female"
"No","Fiber optic",87.2,"No","Yes","No",1,"Yes","No","Yes","No","Month-to-month","Yes","Yes","Credit card (automatic)",887.35,8,"Yes","Yes","3943-CVLED","Female"
"Yes","DSL",58.2,"Yes","Yes","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Mailed check",2472.6531,43,"Yes","Yes","7117-DSHER","Male"
"No","Fiber optic",73.2,"Yes","Yes","Yes",0,"Yes","No","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",692.24,35,"Yes","Yes","5930-TLHWD","Male"
"Yes","Fiber optic",115.01,"No","No","No",0,"Yes","Yes","No","No","One year","Yes","Yes","Electronic check",733.4694,9,"Yes","Yes","7737-SFWPC","Female"
"No","DSL",35.1,"No","No","Yes",0,"No","No","No","Yes","One year","Yes","No","Bank transfer (automatic)",712.65,12,"Yes","Yes","7289-KENCL","Male"
"No","DSL",65.714,"No","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","No","No","Credit card (automatic)",3095.92,54,"Yes","Yes","1693-SIZPL","Female"
"No","Fiber optic",73.163,"Yes","No","No",0,"No","No","No","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",870,23,"No","Yes","1853-NCKWN","Male"
"Yes","DSL",51.439,"No","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","Yes","Electronic check",1182.449,15,"Yes","Yes","4291-HYDEA","Female"
"No","DSL",78.23,"No","No","No",0,"Yes","Yes","No","Yes","One year","No","No","Electronic check",431.02,6,"Yes","Yes","0988-GYFSU","Male"
"Yes","Fiber optic",88.929,"No","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Mailed check",2060.0,39,"Yes","Yes","9005-FPLAR","Female"
"No","DSL",59.531,"Yes","No","Yes",1,"Yes","Yes","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",1806.12,27,"No","Yes","4481-CFQFB","Female"
"Yes","Fiber optic",94.3,"No","Yes","Yes",1,"No","Yes","No","No","One year","No","Yes","Mailed check",1374.29,55,"No","Yes","8532-TMDJC","Female"
"Yes","Fiber optic",109.245,"Yes","Yes","No",1,"Yes","Yes","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",762.86,30,"No","Yes","9430-KKFAI","Female"
"No","DSL",64.6,"No","No","Yes",1,"No","Yes","No","No","One year","Yes","No","Credit card (automatic)",5571.837,58,"No","Yes","4078-PIUZX","Female"
"No","DSL",56.276,"No","No","Yes",1,"No","No","Yes","No","Two year","Yes","Yes","Electronic check",680.41,27,"Yes","Yes","2292-UAJLJ","Female"
"Yes","Fiber optic",88.0,"Yes","No","Yes",1,"No","Yes","No","No","Two year","No","Yes","Electronic check",3359.18,42,"No","Yes","5215-DRIVK","Female"
"No","DSL",35.133,"No","No","Yes",0,"Yes","Yes","No","No","One year","No","No","Bank transfer (automatic)",1520.0,23,"No","Yes","0222-JVCYF","Female"
"No","Fiber optic",89.74,"No","Yes","Yes",0,"Yes","Yes","Yes","No","One year","No","No","Credit card (automatic)",7325.714,71,"No","Yes","8562-RJBUM","Male"
"Yes","Fiber optic",95.09,"Yes","No","No",0,"Yes","No","No","Yes","Month-to-month","No","No","Credit card (automatic)",2647.76,31,"Yes","Yes","2637-GSUZQ","Female"
"No","DSL",59.214,"Yes","Yes","Yes",0,"Yes","Yes","No","No","One year","Yes","Yes","Credit card (automatic)",1459.18,28,"Yes","Yes","9458-AMPNK","Female"
"Yes","DSL",44.684,"Yes","Yes","No",0,"Yes","No","Yes","No","Two year","No","No","Credit card (automatic)",4283.67,40,"Yes","Yes","3692-JVZSY","Female"
"Yes","Fiber optic",81.9,"No","Yes","Yes",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",2477.9591836734694,24,"Yes","Yes","1846-ONKQO","Male"
"No","Fiber optic",101.57,"No","No","Yes",1,"Yes","Yes","No","No","One year","Yes","No","Credit card (automatic)",2117.55,22,"Yes","Yes","1343-PYDSL","Male"
"No","Fiber optic",114.367,"No","Yes","Yes",0,"Yes","Yes","Yes","No","Two year","No","Yes","Bank transfer (automatic)",5495.918,68,"No","Yes","0401-SBWRS","Male"
"No","DSL",84.48,"No","Yes","Yes",0,"Yes","Yes","No","No","Two year","Yes","No","Bank transfer (automatic)",994.69,43,"No","Yes","0699-BDMMK","Male"
"Yes","Fiber optic",76.01,"No","No","Yes",1,"Yes","Yes","No","No","One year","Yes","Yes","Bank transfer (automatic)",5069.39,61,"Yes","Yes","2657-PZQVP","Male"
"Yes","Fiber optic",103.082,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Mailed check",482.8571,25,"No","Yes","4860-ZGZWS","Male"
"No","Fiber optic",90.82,"No","No","Yes",1,"Yes","No","Yes","No","One year","No","No","Credit card (automatic)",6667.76,63,"Yes","Yes","5550-FPRLU","Male"
"Yes","Fiber optic",115.204,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","Yes","No","Electronic check",361.63,11,"No","Yes","8539-INLEX","Male"
"Yes","DSL",29,"Yes","No","No",0,"No","No","No","Yes","Month-to-month","No","Yes","Electronic check",4226.53,62,"No","Yes","5107-FIQNG","Female"
"Yes","Fiber optic",108.939,"Yes","Yes","No",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Electronic check",765.306,31,"Yes","Yes","4522-QQLAM","Female"
"No","DSL",44.184,"Yes","Yes","No",0,"No","No","Yes","No","Month-to-month","Yes","No","Bank transfer (automatic)",3211.02,34,"Yes","Yes","1357-CCOSO","Female"
"No","Fiber optic",99.2,"No","No","No",1,"No","Yes","No","Yes","Month-to-month","No","No","Electronic check",601.6327,13,"Yes","Yes","5412-ACQDV","Female"
"No","Fiber optic",101.59,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Mailed check",5267.76,69,"Yes","Yes","8826-TWELC","Male"
"No","DSL",53.786,"No","Yes","Yes",0,"Yes","No","Yes","No","One year","No","Yes","Bank transfer (automatic)",3233.1,52,"No","Yes","0744-VOERK","Male"
"No","DSL",86.9,"No","No","Yes",0,"Yes","Yes","No","Yes","Month-to-month","Yes","No","Mailed check",1155.102,16,"Yes","Yes","0650-MZWVB","Female"
"No internet service","No",21.235,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","No","No","Bank transfer (automatic)",6982.04,67,"No","Yes","0505-VCNGT","Male"
"No","Fiber optic",100,"Yes","Yes","No",0,"Yes","Yes","No","Yes","One year","No","No","Electronic check",476.33,22,"Yes","Yes","9325-OAJTI","Male"
"No internet service","No",26.3,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Bank transfer (automatic)",2753.47,28,"No","Yes","8693-DBBUO","Female"
"Yes","Fiber optic",104.571,"Yes","Yes","Yes",1,"Yes","Yes","Yes","No","Month-to-month","No","No","Mailed check",2000.41,42,"No","Yes","9524-WHQSV","Female"
"Yes","Fiber optic",74.133,"No","No","Yes",1,"Yes","Yes","Yes","Yes","One year","No","No","Electronic check",2227.7551,42,"No","Yes","6694-PHZGT","Male"
"No internet service","No",26.0,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Electronic check",47.76,3,"Yes","Yes","5496-ZSOCD","Female"
"No","Fiber optic",100.26,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Two year","No","No","Electronic check",1224.898,50,"No","Yes","5463-OLYPK","Female"
"No","Fiber optic",85.153,"Yes","Yes","Yes",0,"Yes","Yes","No","No","One year","Yes","Yes","Mailed check",1983.67,29,"Yes","Yes","9162-SBZGP","Male"
"No","DSL",84.99,"Yes","Yes","Yes",0,"Yes","No","Yes","No","Two year","No","No","Credit card (automatic)",6862.449,64,"No","Yes","5629-UADFK","Male"
"No","Fiber optic",99.745,"No","Yes","Yes",0,"No","Yes","No","No","One year","No","No","Electronic check",5628.9796,67,"Yes","Yes","0350-MJHGQ","Male"
"No","DSL",49.59,"No","Yes","Yes",0,"Yes","Yes","No","No","Two year","No","No","Electronic check",6742.449,64,"Yes","Yes","3697-BPXTV","Female"
"Yes","DSL",60.122,"Yes","Yes","Yes",0,"Yes","No","No","No","Two year","Yes","Yes","Bank transfer (automatic)",7982.449,72,"No","Yes","9580-GIOYH","Male"
"Yes","Fiber optic",81.7,"No","Yes","Yes",0,"No","Yes","Yes","No","One year","No","No","Electronic check",2579.592,25,"No","Yes","6597-QXVTP","Male"
"No","Fiber optic",114.071,"Yes","No","Yes",1,"Yes","Yes","No","Yes","Month-to-month","Yes","No","Electronic check",665,11,"No","Yes","1215-FBUMZ","Female"
"Yes","DSL",90.469,"Yes","Yes","No",0,"Yes","Yes","No","Yes","One year","No","No","Credit card (automatic)",795.92,32,"No","Yes","6444-JGGIH","Male"
"No","Fiber optic",93.316,"No","Yes","No",0,"No","Yes","No","Yes","Two year","No","Yes","Bank transfer (automatic)",382.45,5,"No","Yes","2522-LSSWH","Female"
"Yes","Fiber optic",86.867,"Yes","No","No",0,"No","Yes","No","No","Two year","No","Yes","Credit card (automatic)",5952.24,55,"Yes","Yes","1616-BDMYN","Male"
"Yes","DSL",59.418,"No","No","No",0,"No","No","Yes","No","One year","Yes","Yes","Bank transfer (automatic)",2935.92,34,"No","Yes","4664-ETBHE","Male"
"Yes","DSL",24.86,"Yes","No","No",0,"Yes","Yes","Yes","No","Two year","Yes","No","Credit card (automatic)",5988.9796,56,"Yes","Yes","7981-ZRDST","Female"
"No","DSL",64.63,"Yes","No","No",1,"Yes","Yes","No","No","One year","No","Yes","Credit card (automatic)",4734.29,72,"Yes","Yes","9256-AIUOX","Female"
"No","Fiber optic",76.867,"Yes","Yes","Yes",1,"No","Yes","Yes","No","One year","No","Yes","Bank transfer (automatic)",3040.41,35,"Yes","Yes","7665-EKOGK","Male"
"No","Fiber optic",114.0,"No","Yes","No",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",2549.796,31,"No","Yes","3363-HYJJN","Female"
"No","Fiber optic",78.1,"Yes","Yes","Yes",1,"Yes","Yes","No","Yes","Month-to-month","No","No","Credit card (automatic)",1040.8163,50,"Yes","Yes","7133-CIQEG","Female"
"Yes","Fiber optic",73.14,"No","Yes","Yes",0,"No","Yes","Yes","Yes","Month-to-month","No","No","Electronic check",6144.08,69,"No","Yes","8882-XTPIF","Female"
"No","Fiber optic",91.3,"Yes","No","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Electronic check",2617.551,39,"Yes","Yes","0523-QJSQH","Male"
"No","Fiber optic",104.52,"No","Yes","Yes",1,"Yes","Yes","No","No","One year","Yes","No","Credit card (automatic)",1526.9,59,"Yes","Yes","9663-TAWIY","Male"
